stamp,x,y,yaw,v,w
1786167429.1370852,1.2062217918480669,0.1051131786794678,0.15700045429210183,0.5367282173084107,0.3791037509381909
1786167429.1568131,1.2157791915023906,0.10679232189522106,0.16416368818065752,0.5303078654355219,0.36310085868275616
1786167429.1767933,1.225575393574941,0.10858564734057896,0.17033354110353385,0.5373129812550631,0.3087984773078752
1786167429.1971378,1.2358788502395874,0.11052994810671109,0.17436335500658615,0.5555210703485669,0.1980788291808118
1786167429.217311,1.245753291966197,0.1124252295394507,0.17620887072877361,0.5372011035282754,0.091484115440291
1786167429.236981,1.2551347577566057,0.11423941744010237,0.1770225375101323,0.523560808575122,0.04136585580616126
1786167429.2566679,1.26465585563778,0.11608417543965849,0.17695662979240573,0.5309298987519936,-0.0033477892784753724
1786167429.277189,1.2745502066236578,0.11799837586824222,0.17658175720952102,0.5292884771811661,-0.018267608210377963
1786167429.296946,1.2836543990796114,0.11975213441245532,0.17554562621749006,0.5057854847750665,-0.052443655066545684
1786167429.3167844,1.2927772335770773,0.12149787421526949,0.1743783482011878,0.5046371841257117,-0.058839520874058686
1786167429.3369346,1.3023034054279632,0.12330810846454204,0.17323670592050577,0.5186786155479663,-0.056656666009202356
1786167429.3569362,1.3112516017374538,0.12499442159499448,0.17163263869178977,0.4907003558462441,-0.08019674577941463
1786167429.37675,1.3200673804561895,0.12663889039895063,0.1698745741132765,0.4878707002946819,-0.08872940609971167
1786167429.3968246,1.3293663968502698,0.12835500097972308,0.16813762399229423,0.5077642539124231,-0.086524743052013
1786167429.417034,1.338191102695775,0.12996776251671396,0.16673126792418014,0.4785162671830362,-0.06958950594491897
1786167429.4368746,1.3468227423513275,0.13153140173311664,0.1653292865257942,0.4766217931674581,-0.07066183021913272
1786167429.4570286,1.3559070255098247,0.13316022341230807,0.16347706208133006,0.4936754297553744,-0.09190356783601102
1786167429.4769492,1.3644388621247758,0.13466894738179278,0.1609653881394238,0.46890698890344923,-0.12608433043975922
1786167429.4968615,1.37297510499182,0.13615410158441807,0.1584123601312189,0.46914164585815604,-0.1282139848526773
1786167429.5167422,1.3816693291771307,0.13764536057473853,0.15660529313695581,0.47840371599268805,-0.09089521409236186
1786167429.5369143,1.3900788092316194,0.1390802859262253,0.1568759461200836,0.45599174386949176,0.013417181469186149
1786167429.5571651,1.3987093077341521,0.14056769236186037,0.1597586978713641,0.46627696678732655,0.1423525065506922
1786167429.5772023,1.4070373927687367,0.14203658637801486,0.16421106551595074,0.4550138092154987,0.22220536661622017
1786167429.5967507,1.4149337719988746,0.14347746790849847,0.17078211954238637,0.44263426823991564,0.3361425283844159
1786167429.6175425,1.423776910996849,0.1451626688005569,0.17879182157604606,0.46667288694937886,0.38523427337928107
1786167429.6368186,1.4316857803019198,0.14673924649042175,0.1865450628679827,0.4508539149984841,0.40221955428243716
1786167429.6568015,1.4398990986671747,0.14845093853926464,0.1950083945517192,0.4523738880032981,0.42353050724727126
1786167429.6769576,1.4486209387006912,0.15035366132123595,0.20393348391302973,0.47710688522517614,0.4427974356643774
1786167429.6968455,1.4567933917636302,0.15221909571343833,0.21294994949818316,0.4539634727885275,0.4533638351116262
1786167429.7167058,1.4650343344204193,0.15418117167472226,0.22131957904092728,0.4593079259290793,0.4214258183631421
1786167429.7370698,1.4735910524752618,0.15629981379024344,0.22970678606725617,0.46602947585284976,0.41186348658119304
1786167429.7569692,1.4816239670854592,0.1583597033888919,0.23682021184650306,0.4485680365588098,0.35746992954565165
1786167429.7766938,1.4898330560169935,0.16052272098664505,0.24206521526800595,0.4631895018966536,0.26591167556083256
1786167429.796803,1.4980856486803564,0.16273663084978723,0.24518418821766774,0.45723161890869507,0.15510197190859212
1786167429.8168206,1.5061194000510585,0.16491146698458653,0.24636906150837742,0.4473920983604351,0.059191505272949495
1786167429.8367553,1.5144994657098207,0.16718788690836484,0.24687106645918214,0.46872092746137084,0.02518252611084563
1786167429.856844,1.5226527498377356,0.1694050030807055,0.24692634613672837,0.4525693688043419,0.0027517834822902167
1786167429.8768852,1.530681520717501,0.17158350907567174,0.24591359299759305,0.44665220335074046,-0.05053348888861109
1786167429.8967943,1.538961974728659,0.17381861520195754,0.24454822439163787,0.46355982939108814,-0.06857997731192438
1786167429.9168591,1.5469584285613547,0.17596321198781023,0.24297834795428144,0.4440119619222108,-0.07824020319767426
1786167429.9370115,1.5552127732493133,0.17816087141156015,0.24123079583619286,0.4561399537318199,-0.08671712320742293
1786167429.956884,1.5633405945299257,0.18030887817115285,0.23963446828016724,0.4552731039256014,-0.08032876694399017
1786167429.9767923,1.5712723869383791,0.18239415632335945,0.2389038817772803,0.44335261791482605,-0.036697347265990055
1786167429.9968052,1.5795451673541345,0.18456372445013547,0.2385757602992904,0.45993306595799044,-0.016395535234916683
1786167430.0168178,1.5875156768646845,0.18664923432014685,0.23792660448417335,0.4430740847851602,-0.03243732748744508
1786167430.0372443,1.5955563060808509,0.18874481129686285,0.23685018962221646,0.43781508770792094,-0.05269694964885104
1786167430.0572622,1.6035403516304472,0.1908145876046524,0.23558248824722414,0.44347313758281504,-0.06332850904510182
